longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,price
-121.92,36.61,27.0,3044.0,661.0,1229.0,618.0,3.1359,268000.0
-118.13,34.02,38.0,1243.0,310.0,788.0,286.0,2.5852,185100.0
-118.31,34.02,46.0,1976.0,469.0,1409.0,431.0,2.2981,112100.0
-120.45,39.8,47.0,2149.0,456.0,965.0,419.0,1.7829,55900.0
-117.18,32.69,48.0,2764.0,491.0,978.0,449.0,5.1249,432400.0
-117.99,34.16,40.0,3838.0,696.0,1851.0,674.0,4.2407,262000.0
-121.04,39.19,17.0,856.0,167.0,518.0,170.0,3.5859,144300.0
-122.57,38.02,33.0,9531.0,1487.0,3798.0,1409.0,5.6512,314000.0
-122.53,37.97,37.0,1340.0,322.0,621.0,314.0,3.5588,268800.0
-121.87,37.27,16.0,3298.0,451.0,1542.0,423.0,6.7064,305600.0
-118.4,33.88,42.0,1516.0,341.0,634.0,327.0,6.2356,472700.0
-118.33,34.08,52.0,1777.0,454.0,671.0,439.0,3.5083,500001.0
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,348200.0
-118.19,33.78,42.0,1021.0,300.0,533.0,187.0,1.8036,175000.0
-117.26,32.95,22.0,5484.0,1227.0,1947.0,1012.0,4.4375,500001.0
-116.88,34.25,11.0,1089.0,198.0,230.0,90.0,4.9643,176000.0
-122.18,37.86,33.0,4449.0,636.0,1684.0,617.0,8.9571,399700.0
-117.11,32.74,33.0,1126.0,267.0,621.0,241.0,3.2422,123100.0
-117.92,33.93,12.0,4415.0,890.0,1532.0,854.0,3.75,166300.0
-119.31,36.34,32.0,1893.0,453.0,1744.0,425.0,1.4729,54100.0
-122.27,37.43,33.0,1601.0,223.0,629.0,215.0,15.0001,500001.0
-122.05,36.96,30.0,971.0,185.0,644.0,173.0,4.2045,226500.0
-117.03,32.73,38.0,3174.0,606.0,1557.0,619.0,3.5861,123600.0
-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304,439800.0
-118.41,33.94,45.0,2038.0,394.0,1086.0,387.0,4.7375,289600.0
-117.22,32.83,31.0,2558.0,512.0,1164.0,492.0,3.4318,200400.0
-117.36,33.98,33.0,2070.0,469.0,1851.0,467.0,2.4667,80700.0
-117.09,34.22,16.0,1347.0,327.0,271.0,91.0,4.0,87500.0
-118.43,34.03,26.0,1706.0,516.0,894.0,435.0,3.1875,372700.0
-119.77,36.84,15.0,1924.0,262.0,848.0,277.0,5.3886,125300.0
-118.46,34.25,33.0,2202.0,433.0,1135.0,407.0,4.2143,224200.0
-122.86,39.05,20.0,1592.0,327.0,647.0,253.0,2.5326,136800.0
-117.71,34.04,20.0,1950.0,310.0,1054.0,312.0,4.625,222100.0
-118.49,34.0,32.0,3407.0,1071.0,1463.0,986.0,3.0369,500001.0
-121.47,38.72,26.0,1708.0,299.0,911.0,290.0,4.0227,99800.0
-122.28,37.54,24.0,5114.0,1357.0,3169.0,1268.0,3.9699,293200.0
-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,267400.0
-122.13,38.02,52.0,2378.0,508.0,940.0,451.0,2.9583,166000.0
-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,184500.0
-121.65,36.85,20.0,2606.0,424.0,1361.0,426.0,4.5787,245100.0
-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069,153300.0
-118.05,34.12,20.0,5218.0,959.0,2302.0,850.0,3.55,476700.0
-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,159000.0
-121.72,38.54,16.0,2790.0,624.0,1386.0,636.0,3.1908,194300.0
-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,500001.0
-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,59800.0
-122.93,38.02,28.0,1284.0,265.0,628.0,219.0,3.5469,200000.0
-118.34,34.03,49.0,1295.0,276.0,765.0,265.0,3.4306,130200.0
-118.15,33.95,35.0,2753.0,702.0,1592.0,614.0,2.7875,209000.0
-121.06,39.25,17.0,3127.0,539.0,1390.0,520.0,3.9537,172800.0
-122.14,37.08,18.0,2420.0,439.0,1278.0,416.0,5.2101,334000.0
-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,381800.0
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,401900.0
-117.31,34.1,52.0,1457.0,415.0,1238.0,341.0,2.0089,68100.0
-124.1,40.47,52.0,1196.0,236.0,965.0,265.0,3.5345,55000.0
-116.98,32.73,16.0,952.0,143.0,530.0,143.0,5.0864,175300.0
-119.02,36.05,22.0,2078.0,431.0,1336.0,456.0,2.2202,65200.0
-114.67,33.92,17.0,97.0,24.0,29.0,15.0,1.2656,27500.0
-120.33,37.97,17.0,2530.0,526.0,1024.0,496.0,2.0057,118900.0
-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,200000.0
-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,156500.0
-117.32,34.13,41.0,1837.0,409.0,1430.0,344.0,2.4524,70400.0
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,439000.0
-122.44,37.77,52.0,2537.0,559.0,849.0,530.0,5.1788,476900.0
-119.83,36.72,28.0,60.0,10.0,46.0,13.0,4.35,67500.0
-118.14,34.01,42.0,1007.0,277.0,1060.0,268.0,3.0179,153700.0
-122.91,38.46,18.0,2021.0,353.0,912.0,329.0,4.5,251900.0
-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5,223700.0
-121.6,39.15,19.0,1396.0,336.0,940.0,309.0,1.5208,70300.0
-121.81,38.49,18.0,4518.0,827.0,2230.0,715.0,3.9309,178500.0
-118.92,35.37,17.0,3589.0,701.0,1746.0,640.0,2.4919,75700.0
-122.42,37.78,52.0,1254.0,469.0,895.0,456.0,2.1516,187500.0
-116.91,32.87,14.0,3048.0,597.0,1690.0,576.0,4.3818,147100.0
-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719,140600.0
-121.88,37.67,25.0,2244.0,301.0,937.0,324.0,6.4524,296900.0
-121.51,38.53,36.0,2603.0,408.0,966.0,419.0,5.3135,216600.0
-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,315600.0
-122.52,38.53,35.0,1227.0,236.0,548.0,207.0,4.875,336700.0
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,131500.0
-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,447700.0
-118.32,34.08,52.0,1137.0,304.0,754.0,297.0,3.37,330300.0
-117.05,32.72,35.0,1777.0,369.0,1158.0,353.0,3.4107,117000.0
-119.34,35.59,33.0,3240.0,654.0,1809.0,616.0,2.3934,71900.0
-117.37,33.2,29.0,1315.0,311.0,1425.0,306.0,2.0272,99600.0
-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,453800.0
-121.91,36.62,52.0,541.0,157.0,240.0,145.0,3.5865,290000.0
-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,1.875,127300.0
-121.07,40.85,17.0,976.0,202.0,511.0,175.0,3.6641,80800.0
-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,114000.0
-117.59,33.93,17.0,338.0,47.0,200.0,46.0,7.8118,244200.0
-118.28,34.03,41.0,1933.0,791.0,3121.0,719.0,1.8539,147500.0
-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,50700.0
-121.42,38.56,21.0,2066.0,748.0,2548.0,734.0,1.3571,55000.0
-118.05,34.16,36.0,3908.0,732.0,1688.0,725.0,4.5625,376800.0
-122.03,37.62,32.0,2964.0,547.0,1472.0,527.0,4.2468,221200.0
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,292600.0
-122.42,37.77,52.0,759.0,323.0,421.0,255.0,2.0548,162500.0
-118.21,34.12,41.0,1904.0,514.0,1666.0,498.0,3.6845,175800.0
-118.24,34.01,43.0,1456.0,444.0,2098.0,433.0,1.8929,99200.0
-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,5.4031,243800.0
-121.98,36.96,20.0,3495.0,818.0,2186.0,772.0,3.1167,258300.0
-121.29,38.07,21.0,1185.0,207.0,533.0,213.0,3.1917,204500.0
-115.52,34.22,30.0,540.0,136.0,122.0,63.0,1.3333,42500.0
-115.59,32.69,30.0,935.0,177.0,649.0,148.0,2.5769,94400.0
-117.03,33.18,17.0,5391.0,886.0,2732.0,830.0,5.1771,212800.0
-117.08,34.08,34.0,45.0,11.0,39.0,14.0,3.0625,500001.0
-121.98,37.32,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,279800.0
-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,213400.0
-118.38,34.19,42.0,1308.0,289.0,950.0,302.0,2.7379,181500.0
-117.42,34.0,32.0,1617.0,346.0,1153.0,385.0,3.016,96600.0
-117.25,34.04,18.0,5761.0,1063.0,2763.0,1058.0,4.4472,161100.0
-122.22,37.79,49.0,1826.0,450.0,1201.0,424.0,2.5,136700.0
-122.06,37.7,37.0,1893.0,310.0,821.0,315.0,4.6005,231600.0
-117.95,33.77,38.0,989.0,246.0,691.0,204.0,3.2632,180900.0
-117.62,33.42,23.0,2656.0,515.0,998.0,435.0,4.0294,500001.0
-118.0,33.93,35.0,802.0,153.0,445.0,150.0,5.0077,185000.0
-117.9,33.7,12.0,4695.0,1110.0,2153.0,989.0,4.6483,190800.0
-121.65,36.77,15.0,2191.0,358.0,1150.0,330.0,4.7969,227500.0
-122.06,37.38,20.0,3401.0,768.0,1497.0,747.0,4.2188,500001.0
-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244,308800.0
-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102,207200.0
-122.36,40.57,31.0,431.0,90.0,231.0,78.0,2.184,77300.0
-122.63,38.96,20.0,2507.0,577.0,1072.0,457.0,2.3083,60200.0
-121.44,37.74,25.0,456.0,116.0,370.0,106.0,3.1319,112500.0
-121.01,37.62,35.0,2074.0,477.0,1687.0,431.0,2.0885,73700.0
-121.87,37.39,16.0,1334.0,389.0,1103.0,415.0,3.7153,229800.0
-120.07,36.96,34.0,1457.0,239.0,557.0,226.0,3.6181,96500.0
-117.91,34.07,33.0,2938.0,561.0,1519.0,549.0,4.5594,204200.0
-119.73,36.72,26.0,2645.0,1005.0,1660.0,991.0,0.6991,89500.0
-118.19,34.02,44.0,2702.0,770.0,3260.0,721.0,2.3575,144800.0
-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875,177500.0
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47,61900.0
-117.41,34.0,26.0,2372.0,621.0,1647.0,612.0,1.4719,88600.0
-118.48,34.0,25.0,4149.0,1067.0,1749.0,1000.0,3.9722,450000.0
-121.36,38.6,36.0,1275.0,227.0,530.0,245.0,3.875,133600.0
-121.83,37.29,10.0,1828.0,453.0,1356.0,409.0,4.5943,123500.0
-118.0,33.81,17.0,2142.0,436.0,946.0,412.0,3.7059,146300.0
-122.39,37.76,52.0,1877.0,427.0,712.0,398.0,3.9722,290900.0
-122.22,38.07,4.0,15654.0,2394.0,7025.0,2168.0,5.8171,225200.0
-117.92,33.83,6.0,3136.0,990.0,1894.0,859.0,2.5564,171300.0
-118.1,33.78,35.0,4466.0,740.0,2134.0,743.0,5.7389,251800.0
-124.11,40.93,17.0,1661.0,329.0,948.0,357.0,2.7639,90200.0
-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,201700.0
-122.46,37.98,10.0,1325.0,189.0,427.0,162.0,12.0933,500001.0
-123.02,38.81,45.0,1717.0,389.0,916.0,367.0,3.2425,138800.0
-118.38,33.75,23.0,8277.0,1290.0,3176.0,1159.0,7.6986,500001.0
-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85,187500.0
-121.48,38.5,23.0,2679.0,792.0,1740.0,659.0,1.3679,70300.0
-118.48,34.25,36.0,1951.0,395.0,1040.0,375.0,5.1619,195300.0
-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,162500.0
-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,95300.0
-119.81,34.45,24.0,3678.0,567.0,1554.0,570.0,6.5173,334000.0
-121.44,38.62,37.0,1607.0,385.0,972.0,354.0,1.9107,64700.0
-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,374400.0
-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,70000.0
-120.84,35.32,15.0,2419.0,538.0,1279.0,522.0,3.4762,189600.0
